[26Jul2026 11:04:28.267] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, Axiinyaa, --version, 1.21.1, --gameDir, /home/axii/.local/share/PrismLauncher/instances/dode/minecraft, --assetsDir, /home/axii/.local/share/PrismLauncher/assets, --assetIndex, 17, --uuid, 47dc7b42911348d0bfae31b2b56bcaed, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.243, --fml.fmlVersion, 4.0.43, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width, 854, --height, 480]
[26Jul2026 11:04:28.269] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.7+6-LTS
[26Jul2026 11:04:28.270] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.7 by Microsoft; OS Linux arch amd64 version 7.0.14-201.fc44.x86_64
[26Jul2026 11:04:28.409] [main/INFO] [Sodium-GraphicsAdapterProbe/]: Searching for graphics cards...
[26Jul2026 11:04:28.433] [main/INFO] [Sodium-GraphicsAdapterProbe/]: Found graphics adapter: LinuxPciAdapterInfo[vendor=AMD, name=Navi 22 [Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT], pciVendorId=0x1002, pciDeviceId=0x73df]
[26Jul2026 11:04:28.436] [main/WARN] [Sodium-Workarounds/]: Sodium has applied one or more workarounds to prevent crashes or other issues on your system: [NO_ERROR_CONTEXT_UNSUPPORTED]
[26Jul2026 11:04:28.436] [main/WARN] [Sodium-Workarounds/]: This is not necessarily an issue, but it may result in certain features or optimizations being disabled. You can sometimes fix these issues by upgrading your graphics driver.
[26Jul2026 11:04:43.620] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method rotate in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.pressure_plate.CopycatPressurePlateBlock
[26Jul2026 11:04:43.620] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method mirror in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.pressure_plate.CopycatPressurePlateBlock
[26Jul2026 11:04:43.620] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useItemOn in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.pressure_plate.CopycatPressurePlateBlock
[26Jul2026 11:04:43.621] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useWithoutItem in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.pressure_plate.CopycatPressurePlateBlock
[26Jul2026 11:04:43.626] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method rotate in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.pressure_plate.CopycatWeightedPressurePlate
[26Jul2026 11:04:43.626] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method mirror in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.pressure_plate.CopycatWeightedPressurePlate
[26Jul2026 11:04:43.626] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useItemOn in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.pressure_plate.CopycatWeightedPressurePlate
[26Jul2026 11:04:43.626] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useWithoutItem in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.pressure_plate.CopycatWeightedPressurePlate
[26Jul2026 11:04:43.637] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method rotate in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.stairs.CopycatStairsBlock
[26Jul2026 11:04:43.637] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method mirror in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.stairs.CopycatStairsBlock
[26Jul2026 11:04:43.637] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useItemOn in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.stairs.CopycatStairsBlock
[26Jul2026 11:04:43.637] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useWithoutItem in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.stairs.CopycatStairsBlock
[26Jul2026 11:04:43.645] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method rotate in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.trapdoor.CopycatTrapdoorBlock
[26Jul2026 11:04:43.645] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method mirror in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.trapdoor.CopycatTrapdoorBlock
[26Jul2026 11:04:43.645] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useItemOn in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.trapdoor.CopycatTrapdoorBlock
[26Jul2026 11:04:43.645] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useWithoutItem in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.trapdoor.CopycatTrapdoorBlock
[26Jul2026 11:04:43.658] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method rotate in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.wall.CopycatWallBlock
[26Jul2026 11:04:43.658] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method mirror in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.wall.CopycatWallBlock
[26Jul2026 11:04:43.658] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useItemOn in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.wall.CopycatWallBlock
[26Jul2026 11:04:43.658] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useWithoutItem in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.wall.CopycatWallBlock
[26Jul2026 11:04:43.663] [DefaultDispatcher-worker-1/INFO] [de.miraculixx.veinminer.Veinminer/]: veinminer is up to date
[26Jul2026 11:04:43.676] [modloading-worker-0/INFO] [KissMod/]: Hello NeoForge world from KissMod!
[26Jul2026 11:04:43.678] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method rotate in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.shaft.CopycatShaftBlock
[26Jul2026 11:04:43.678] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method mirror in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.shaft.CopycatShaftBlock
[26Jul2026 11:04:43.678] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useItemOn in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.shaft.CopycatShaftBlock
[26Jul2026 11:04:43.678] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useWithoutItem in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.shaft.CopycatShaftBlock
[26Jul2026 11:04:43.685] [Ribbits Supporter JSON Thread/INFO] [ribbits/]: Successfully loaded supporters.json file!
[26Jul2026 11:04:43.689] [modloading-worker-0/INFO] [KissMod/]: Hello from KissMod Common init on NeoForge! We are currently in a production environment!
[26Jul2026 11:04:43.689] [modloading-worker-0/INFO] [KissMod/]: KissMod is loaded!
[26Jul2026 11:04:43.693] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method rotate in copycats-neoforge.mixins.json:foundation.copycat.multistate.MultiStateCopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.cogwheel.CopycatCogWheelBlock
[26Jul2026 11:04:43.693] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method mirror in copycats-neoforge.mixins.json:foundation.copycat.multistate.MultiStateCopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.cogwheel.CopycatCogWheelBlock
[26Jul2026 11:04:43.693] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useItemOn in copycats-neoforge.mixins.json:foundation.copycat.multistate.MultiStateCopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.cogwheel.CopycatCogWheelBlock
[26Jul2026 11:04:43.693] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useWithoutItem in copycats-neoforge.mixins.json:foundation.copycat.multistate.MultiStateCopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.cogwheel.CopycatCogWheelBlock
[26Jul2026 11:04:43.710] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method rotate in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.fluid_pipe.CopycatFluidPipeBlock
[26Jul2026 11:04:43.710] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method mirror in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.fluid_pipe.CopycatFluidPipeBlock
[26Jul2026 11:04:43.710] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useItemOn in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.fluid_pipe.CopycatFluidPipeBlock
[26Jul2026 11:04:43.710] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useWithoutItem in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.fluid_pipe.CopycatFluidPipeBlock
[26Jul2026 11:04:43.719] [modloading-worker-0/INFO] [YetAnotherConfigLib/]: Deserializing YACLConfig from '/home/axii/.local/share/PrismLauncher/instances/dode/minecraft/config/yacl.json5'
[26Jul2026 11:04:43.725] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method rotate in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.pane.CopycatPaneBlock
[26Jul2026 11:04:43.725] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method mirror in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.pane.CopycatPaneBlock
[26Jul2026 11:04:43.725] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useItemOn in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.pane.CopycatPaneBlock
[26Jul2026 11:04:43.725] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useWithoutItem in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.pane.CopycatPaneBlock
[26Jul2026 11:04:43.731] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useItemOn in copycats-common.mixins.json:copycat.step.CopycatStepBlockMixin from mod copycats because it already exists in com.simibubi.create.content.decoration.copycat.CopycatStepBlock
[26Jul2026 11:04:43.739] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method useItemOn in copycats-common.mixins.json:copycat.panel.CopycatPanelBlockMixin from mod copycats because it already exists in com.simibubi.create.content.decoration.copycat.CopycatPanelBlock
[26Jul2026 11:04:43.739] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method mirror in copycats-common.mixins.json:copycat.panel.CopycatPanelBlockMixin from mod copycats because it already exists in com.simibubi.create.content.decoration.copycat.CopycatPanelBlock
[26Jul2026 11:04:43.739] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method rotate in copycats-common.mixins.json:copycat.panel.CopycatPanelBlockMixin from mod copycats because it already exists in com.simibubi.create.content.decoration.copycat.CopycatPanelBlock
[26Jul2026 11:04:43.766] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method onLoad in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockEntityMixin from mod copycats because it already exists in com.copycatsplus.copycats.foundation.copycat.CCCopycatBlockEntity
[26Jul2026 11:04:43.768] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method onLoad in copycats-neoforge.mixins.json:foundation.copycat.multistate.MultiStateCopycatBlockEntityMixin from mod copycats because it already exists in com.copycatsplus.copycats.foundation.copycat.multistate.MultiStateCopycatBlockEntity
[26Jul2026 11:04:43.772] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method onLoad in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockEntityMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.shaft.CopycatShaftBlockEntity
[26Jul2026 11:04:43.773] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method onLoad in copycats-neoforge.mixins.json:foundation.copycat.multistate.MultiStateCopycatBlockEntityMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.cogwheel.CopycatCogWheelBlockEntity
[26Jul2026 11:04:43.775] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method onLoad in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockEntityMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.fluid_pipe.CopycatFluidPipeBlockEntity
[26Jul2026 11:04:43.776] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method onLoad in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockEntityMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.fluid_pipe.CopycatStraightPipeBlockEntity
[26Jul2026 11:04:43.779] [modloading-worker-0/WARN] [mixin/]: Discarding @Unique public method onLoad in copycats-neoforge.mixins.json:foundation.copycat.CopycatBlockEntityMixin from mod copycats because it already exists in com.copycatsplus.copycats.content.copycat.sliding_door.CopycatSlidingDoorBlockEntity
[26Jul2026 11:04:43.901] [modloading-worker-0/INFO] [YetAnotherConfigLib/]: Deserializing CACCommonConfig from '/home/axii/.local/share/PrismLauncher/instances/dode/minecraft/config/crittersandcompanions-common.json5'
[26Jul2026 11:04:44.209] [modloading-worker-0/INFO] [Railways/]: Registered bogey styles from railways
[26Jul2026 11:04:44.293] [modloading-worker-0/INFO] [KubeJS Startup/]: startup_scripts:main.js#2: Hello, World! (Loaded startup example script)
[26Jul2026 11:04:44.294] [modloading-worker-0/INFO] [KubeJS Startup/]: Loaded script startup_scripts:main.js in 0.05 s
[26Jul2026 11:04:44.297] [modloading-worker-0/INFO] [KubeJS Startup/]: Loaded 1/1 KubeJS startup scripts in 0.82 s with 0 errors and 0 warnings
[26Jul2026 11:04:44.308] [modloading-worker-0/INFO] [KubeJS Client/]: client_scripts:main.js#2: Hello, World! (Loaded client example script)
[26Jul2026 11:04:44.309] [modloading-worker-0/INFO] [KubeJS Client/]: Loaded script client_scripts:main.js in 0.001 s
[26Jul2026 11:04:44.316] [modloading-worker-0/INFO] [KubeJS Client/]: Loaded script client_scripts:unlit_stove.js in 0.007 s
[26Jul2026 11:04:44.317] [modloading-worker-0/INFO] [KubeJS Client/]: Loaded 2/2 KubeJS client scripts in 0.018 s with 0 errors and 0 warnings
[26Jul2026 11:04:44.320] [modloading-worker-0/INFO] [KubeJS Startup/]: Validated 2 files in kubejs/assets/ in 1ms
[26Jul2026 11:04:44.321] [modloading-worker-0/INFO] [KubeJS Startup/]: Validated 0 files in kubejs/data/ in 1ms
[26Jul2026 11:04:44.368] [modloading-worker-0/INFO] [Railways/]: Registering data fixers
[26Jul2026 11:04:44.745] [modloading-worker-0/INFO] [dev.ryanhcode.sable.Sable/]: Sable loaded!
[26Jul2026 11:04:44.757] [modloading-worker-0/WARN] [dev.ryanhcode.sable.Sable/]: NOTE: Sable is loaded with Flywheel. Sable contains extensive shader overrides and a full light-storage replacement. Expect this to cause compatibility issues. If issues arise, please report them to the Sable issue tracker (https://github.com/ryanhcode/sable/issues) instead of the Flywheel issue tracker.
[26Jul2026 11:04:44.906] [modloading-sync-worker/INFO] [snownee.kiwi.Kiwi/INIT]: Module [snowrealmagic:core] initialized
[26Jul2026 11:04:44.907] [modloading-sync-worker/INFO] [snownee.kiwi.Kiwi/INIT]: 		block: 11, block_entity_type: 2, loot_pool_entry_type: 1
[26Jul2026 11:04:44.907] [modloading-sync-worker/INFO] [snownee.kiwi.Kiwi/INIT]: Module [kiwi:data] initialized
[26Jul2026 11:04:44.907] [modloading-sync-worker/INFO] [snownee.kiwi.Kiwi/INIT]: 		recipe_serializer: 2, neoforge:condition_codecs: 2
[26Jul2026 11:04:46.102] [modloading-sync-worker/INFO] [Moonlight/]: Initialized block sets in 10ms
[26Jul2026 11:04:48.234] [Render thread/INFO] [net.minecraft.server.packs.repository.FolderRepositorySource/]: Found non-pack entry '/home/axii/.local/share/PrismLauncher/instances/dode/minecraft/resourcepacks/.index', ignoring
[26Jul2026 11:04:48.266] [Render thread/INFO] [Moonlight/]: Merging 2 images using mode MIN_AREA_NO_UPSCALE
[26Jul2026 11:04:48.443] [Render thread/INFO] [Veil/]: GL Debug supported
[26Jul2026 11:04:48.465] [Render thread/INFO] [Sodium/]: Block minecraft:birch_leaves had its color provider replaced with sereneseasons.init.ModClient$$Lambda/0x0000000802fd1130@40b01c90 and will not use per-vertex coloring
[26Jul2026 11:04:48.619] [Render thread/INFO] [Iris/]: Hardware information:
[26Jul2026 11:04:48.619] [Render thread/INFO] [Iris/]: CPU: 12x AMD Ryzen 5 5600X 6-Core Processor
[26Jul2026 11:04:48.619] [Render thread/INFO] [Iris/]: GPU: AMD Radeon RX 6700 XT (radeonsi, navi22, ACO, DRM 3.64, 7.0.14-201.fc44.x86_64) (Supports OpenGL 4.6 (Core Profile) Mesa 26.1.5)
[26Jul2026 11:04:48.619] [Render thread/INFO] [Iris/]: OS: Linux (7.0.14-201.fc44.x86_64)
[26Jul2026 11:04:48.746] [Render thread/INFO] [net.minecraft.server.LoggedPrintStream/]: [STDOUT]: REGISTERING MENU SCREENS BO
[26Jul2026 11:04:49.290] [Render thread/INFO] [net.minecraft.server.packs.resources.ReloadableResourceManager/]: Reloading ResourceManager: vanilla, KubeJS Virtual Resource Pack [Before Mods, assets], fabric, mod_resources, mod/sodium, mod/supermartijn642configlib, mod/playeranimator, mod/dynamiccrosshair, mod/fabric_rendering_fluids_v1, mod/aeronautics_bundled, mod/forgeendertech, mod/fabric_convention_tags_v1, mod/neoforge, mod/fabric_block_view_api_v2, mod/fabric_convention_tags_v2, mod/fabric_command_api_v2, mod/comfortable_campfires, mod/yungsapi, mod/iris, mod/mr_no_phantom, mod/veil, mod/kambrik, mod/pickupnotifier, mod/balm, mod/snowrealmagic, mod/fabric_screen_api_v1, mod/chat_heads, mod/cloth_config, mod/supplementaries, mod/fabric_game_rule_api_v1, mod/noelytrasmod, mod/mr_developer_resources, mod/supermartijn642corelib, mod/spark, mod/curios, mod/chatanimation, mod/searchables, mod/fabric_entity_events_v1, mod/seamlesssleep, mod/e4mc, mod/transition, mod/proplacer, mod/emiprofessions, mod/fabric_rendering_data_attachment_v1, mod/fabric_client_tags_api_v1, mod/kiwi, mod/mr_keep_someinventory, mod/bountifulbaubles, mod/fabric_model_loading_api_v1, mod/lithostitched, mod/visualworkbench, mod/lithium, mod/aeronautics, mod/fabric_screen_handler_api_v1, mod/fabric_rendering_v1, mod/libbamboo, mod/fabric_renderer_indigo, mod/badpackets, mod/glitchcore, mod/sereneseasons, mod/fabric_particles_v1, mod/villagercomfort, mod/surfacesamples, mod/offroad, mod/better_campfires, mod/emi, mod/golden_dandelion_backport, mod/voicechat,voicechat_api, mod/sound_physics_remastered, mod/theoneprobe, mod/fabric_api_base, mod/mousetweaks, mod/necronomicon, mod/adlods, mod/fabric_block_api_v1, mod/spectrelib, mod/fabric_resource_conditions_api_v1, mod/kotlinforforge, mod/sablecompanion, mod/flywheel, mod/ponder, mod/xaerominimap, mod/fabric_item_group_api_v1, mod/entityculling, mod/yumi_mc_core, mod/fabric_registry_sync_v0, mod/immediatelyfast, mod/continuity, mod/lambdynlights_api, mod/appleskin, mod/fabric_recipe_api_v1, mod/fabric_object_builder_api_v1, mod/puzzleslib, mod/fabric_sound_api_v1, mod/immersive_melodies, mod/emi_ores, mod/fabric_message_api_v1, mod/atmosphere, mod/treechop, mod/kuma_api, mod/fabric_renderer_api_v1, mod/codecui, mod/geckolib, mod/fabric_item_api_v1, mod/villagernames, mod/xaeroworldmap, mod/controlling, mod/burnt, mod/fabric_data_attachment_api_v1, mod/lambdynlights, mod/item_obliterator, mod/numismatics, mod/simulated, mod/railways, mod/carryon, mod/connector, mod/fzzy_config, mod/emi_loot, mod/fabric_api,forgified_fabric_api, mod/pride, mod/fabric_content_registries_v0, mod/create_connected, mod/farmersdelight, mod/entity_model_features, mod/entity_texture_features, mod/fabric_api_lookup_api_v1, mod/dogslie, mod/pandalib, mod/dynamiccrosshairapi, mod/mr_rmes_campfireleather, mod/bountiful, mod/modelfix, mod/collective, mod/veinminer, mod/lootjs, mod/architectury, mod/worn_path, mod/ftblibrary, mod/crittersandcompanions, mod/ftbteams, mod/ftbquests, mod/aiimprovements, mod/lambdynlights_runtime, mod/fabric_loot_api_v2, mod/fabric_loot_api_v3, mod/trashcans, mod/fabric_networking_api_v1, mod/probejs, mod/fabric_lifecycle_events_v1, mod/percale, mod/fabric_key_binding_api_v1, mod/fallingtrees, mod/fabric_transfer_api_v1, mod/rhino, mod/toomanyrecipeviewers,jei, mod/kubejs, mod/kubejsdelight, mod/owo, mod/copycats, mod/a_man_with_plushies, mod/commonnetworking, mod/vc_gliders, mod/xaerolib, mod/fabric_resource_loader_v0, mod/trender, mod/create, mod/sliceanddice, mod/sable, mod/kubejs_create, mod/createpropulsion, mod/yyzsbackpack, mod/clumps, mod/comforts, mod/terralith, mod/ichunutil, mod/blueprint, mod/pet_cemetery, mod/txnilib, mod/player_animation_library, mod/mr_better_babies, mod/create_numismatic_bounties, mod/skinlayers3d, mod/fabric_transitive_access_wideners_v1, mod/moonlight, mod/distraction_free_recipes, mod/fabric_blockrenderlayer_v1, mod/coopmoves, mod/ribbits, mod/iceberg, mod/highlighter, mod/fabric_gametest_api_v1, mod/spruceui, mod/fabric_biome_api_v1, mod/createrailgrinding, mod/betteradvancedtooltips, mod/emi_enchanting, mod/ferritecore, mod/yet_another_config_lib_v3, mod/kissmod, mod/fabric_data_generation_api_v1, mod/fabric_tag_api_v1, mod/peaceful_nights, mod/fabric_events_interaction_v0, mod/createaddition, moonlight:merged_pack, file/Os' Colorful Grasses (Short and Fluffy).zip, file/Simple Grass Flowers v1.9.6.zip, file/Fancy Crops v1.3.zip, file/FreshAnimations_v1.10.1.zip, file/xali's Enhanced Vanilla -1.11.2b-rev.54d51d4.zip, KubeJS Virtual Resource Pack [Internal, assets], KubeJS Virtual Resource Pack [After Mods, assets], KubeJS File Resource Pack [assets], file/LegacyCopperContinued-1.2.zip, visualworkbench:default_block_models, KubeJS Virtual Resource Pack [Last, assets]
[26Jul2026 11:04:49.293] [Render thread/WARN] [net.minecraft.server.packs.FilePackResources/]: Non [a-z0-9_.-] character in namespace .DS_Store in pack /home/axii/.local/share/PrismLauncher/instances/dode/minecraft/resourcepacks/Os' Colorful Grasses (Short and Fluffy).zip, ignoring
[26Jul2026 11:04:49.333] [Render thread/INFO] [Puzzles Lib/]: Data generation for dynamic pack resources provided by 'visualworkbench' took 35ms
[26Jul2026 11:04:49.339] [Render thread/WARN] [net.minecraft.server.packs.FilePackResources/]: Non [a-z0-9_.-] character in namespace .DS_Store in pack /home/axii/.local/share/PrismLauncher/instances/dode/minecraft/resourcepacks/Os' Colorful Grasses (Short and Fluffy).zip, ignoring
[26Jul2026 11:04:49.350] [Render thread/INFO] [com.teamabnormals.blueprint.core.Blueprint/]: Successfully loaded 0 assets remolders!
[26Jul2026 11:04:49.357] [Worker-Main-3/INFO] [Moonlight/]: Resource cache state for CLIENT_RESOURCES: needs regeneration
[26Jul2026 11:04:49.358] [Worker-Main-3/INFO] [Moonlight/]: Deleting directory: /home/axii/.local/share/PrismLauncher/instances/dode/minecraft/dynamic-resource-pack-cache/supplementaries-generated_pack
[26Jul2026 11:04:49.359] [Worker-Main-3/INFO] [Moonlight/]: Cleared cache pack resources at /home/axii/.local/share/PrismLauncher/instances/dode/minecraft/dynamic-resource-pack-cache/supplementaries-generated_pack in 2.069 ms
[26Jul2026 11:04:49.359] [Worker-Main-3/INFO] [Moonlight/]: Starting runtime resource generation for pack type CLIENT_RESOURCES with generators [moonlight:dynamic_resources, supplementaries:generated_pack]
[26Jul2026 11:04:49.366] [Render thread/INFO] [KubeJS Client/]: Client resource reload complete!
[26Jul2026 11:04:49.369] [Worker-Main-3/INFO] [Moonlight/]: Regenerating Dynamic CLIENT_RESOURCES Resources Provider [moonlight:dynamic_resources], requested by strategy REGEN_ON_EVERY_RELOAD
[26Jul2026 11:04:49.371] [Worker-Main-3/INFO] [Moonlight/]: Generated runtime CLIENT_RESOURCES for pack moonlight:dynamic_resources in 2.641 ms
[26Jul2026 11:04:49.373] [Worker-Main-3/INFO] [Moonlight/]: Regenerating Dynamic CLIENT_RESOURCES Resources Provider [supplementaries:generated_pack], requested by strategy CACHED_FOLDER
[26Jul2026 11:04:49.426] [Worker-Main-3/INFO] [Moonlight/]: Generated runtime CLIENT_RESOURCES for pack supplementaries:generated_pack in 52.83 ms
[26Jul2026 11:04:49.429] [Worker-Main-3/INFO] [Moonlight/]: Populated search tree for pack at /home/axii/.local/share/PrismLauncher/instances/dode/minecraft/dynamic-resource-pack-cache/supplementaries-generated_pack in 1.762 ms
[26Jul2026 11:04:49.435] [Worker-Main-3/INFO] [Moonlight/]: Finished runtime resources generation for 2 packs in a total of 75.15 ms 
[26Jul2026 11:04:50.425] [NeoForge Version Check/INFO] [net.neoforged.fml.VersionChecker/]: [forgeendertech] Starting version check at https://neoforge.curseupdate.com/244844/forgeendertech
[26Jul2026 11:04:50.432] [Worker-Main-8/INFO] [noelytramod/]: [NoElytraMod] Loaded config: item=minecraft:book, name=I'm sorry but the Elytra is in another End City
[26Jul2026 11:04:50.432] [Worker-Main-10/INFO] [voicechat/]: [voicechat] Compatibility version 20
[26Jul2026 11:04:50.448] [Worker-Main-11/INFO] [xaero.lib.XaeroLib/]: Loading XaeroLib common 1/2!
